37,2,0
40,97,0
88,44,0
61,28,0
28,20,0
92,38,0
72,46,1
68,96,0
6,3,0
29,46,1
22,66,1
86,39,0
22,65,1
48,99,0
4,45,0
73,56,1
4,82,0
34,27,1
22,16,0
93,30,0
52,88,1
32,82,1
9,2,0
33,36,1
52,56,1
89,44,0
87,6,0
6,50,0
57,7,0
26,72,1
7,73,0
70,97,0
89,92,0
7,36,0
23,32,1
57,16,0
97,71,0
27,83,1
15,79,1
100,90,0
81,93,0
23,5,0
63,59,1
19,34,1
87,88,0
66,95,0
50,94,0
32,27,1
75,54,0
98,76,0
84,49,0
49,84,1
76,86,0
98,89,0
13,92,0
44,43,1
82,59,0
37,20,0
23,77,1
14,100,0
57,57,1
72,36,0
62,68,1
37,61,1
6,25,0
57,65,1
69,11,0
3,8,0
85,33,0
46,21,0
66,18,0
10,21,0
50,41,1
87,44,0
45,58,1
80,48,0
38,43,1
28,5,0
38,46,1
99,86,0
40,90,1
93,54,0
56,98,0
65,5,0
64,82,1
65,55,1
87,83,0
56,38,1
83,61,0
49,25,0
25,5,0
46,30,1
17,70,1
6,7,0
14,33,0
45,17,0
81,69,0
52,28,1
12,33,0
22,79,1
3,18,0
76,93,0
17,13,0
47,96,0
94,24,0
47,17,0
81,35,0
57,95,0
85,18,0
35,95,0
37,94,1
62,4,0
96,74,0
19,40,1
15,71,1
48,100,0
25,27,0
38,96,0
81,76,0
56,41,1
34,50,1
53,5,0
30,99,0
22,54,1
54,83,1
34,46,1
48,80,1
98,41,0
26,29,1
56,87,1
81,18,0
96,87,0
1,44,0
71,65,1
48,27,1
41,92,1
14,1,0
12,53,1
66,60,1
68,83,0
63,30,0
48,28,1
39,64,1
97,26,0
37,40,1
81,91,0
48,15,0
10,94,0
69,87,0
37,42,1
85,32,0
11,98,0
22,24,0
17,31,0
9,84,0
69,99,0
16,21,0
17,16,0
69,28,0
36,71,1
8,54,1
74,87,0
26,17,0
8,26,0
64,25,0
38,14,0
13,57,1
89,34,0
1,33,0
25,21,0
65,42,1
48,78,1
62,22,0
99,48,0
78,8,0
12,22,0
54,24,0
56,71,1
25,2,0
75,76,0
22,11,0
99,92,0
91,100,0
18,95,0
11,78,1
19,99,0
88,75,0
60,53,1
30,34,1
15,4,0
92,76,0
43,2,0
43,96,0
19,21,0
17,85,1
18,81,1
2,88,0
93,15,0
10,80,0
41,0,0
1,49,0
48,27,1
96,75,0
81,83,0
13,40,1
60,9,0
88,34,0
58,6,0
8,47,1
51,53,1
29,92,1
14,87,0
62,86,1
89,36,0
14,79,1
31,60,1
91,46,0
20,39,1
28,31,1
77,3,0
99,43,0
46,1,0
29,57,1
31,47,1
66,22,0
16,32,0
44,81,1
97,95,0
69,65,1
42,45,1
25,84,1
88,35,0
49,55,1
31,36,1
62,66,1
38,1,0
70,90,0
100,73,0
79,93,0
17,66,1
72,46,1
9,31,0
2,73,0
70,42,1
87,46,0
76,53,0
1,100,0
42,25,0
73,87,0
33,96,0
46,92,1
16,78,1
3,11,0
29,86,1
48,35,1
28,30,1
28,62,1
39,56,1
32,87,1
17,44,1
0,18,0
48,61,1
3,77,0
68,55,1
79,40,0
72,87,0
5,82,0
81,8,0
16,68,1
4,58,0
33,43,1
52,0,0
4,32,0
55,76,1
66,68,1
44,14,0
34,56,1
51,34,1
73,18,0
93,56,0
41,0,0
64,85,1
23,95,0
61,55,1
79,21,0
28,81,1
99,69,0
59,80,1
36,43,1
21,65,1
86,76,0
50,14,0
17,15,0
62,89,0
7,41,0
41,50,1
96,43,0
79,78,0
78,49,0
79,77,0
8,62,1
94,45,0
33,83,1
62,91,0
92,51,0
45,92,1
75,35,0
40,1,0
51,21,0
90,5,0
59,1,0
52,65,1
41,51,1
37,80,1
69,42,1
41,71,1
65,3,0
46,89,1
88,79,0
53,2,0
42,7,0
74,6,0
30,79,1
89,72,0
39,67,1
87,35,0
2,34,0
82,67,0
19,74,1
43,7,0
95,73,0
26,52,1
28,100,0
41,47,1
33,69,1
96,45,0
85,33,0
68,14,0
70,99,0
20,9,0
20,85,1
79,89,0
48,21,0
78,29,0
11,50,1
6,89,0
40,55,1
64,29,0
57,100,0
32,55,1
64,73,1
24,9,0
88,46,0
76,58,0
9,87,0
72,75,0
6,62,1
56,45,1
57,74,1
7,37,0
62,89,0
24,45,1
91,8,0
99,69,0
99,19,0
15,25,0
28,94,0
58,55,1
40,69,1
61,99,0
16,62,1
42,26,1
80,26,0
44,26,1
81,57,0
74,88,0
13,35,0
34,16,0
0,22,0
81,53,0
9,43,0
100,81,0
90,22,0
98,100,0
34,19,0
6,55,1
55,12,0
60,19,0
84,29,0
27,18,0
76,55,0
18,54,1
49,11,0
93,6,0
5,82,0
6,1,0
31,18,0
30,26,0
91,88,0
12,16,0
89,51,0
12,21,0
49,18,0
34,63,1
35,77,1
93,92,0
76,10,0
77,12,0
85,100,0
77,76,0
89,73,0
89,14,0
25,43,1
93,40,0
17,32,0
96,53,0
51,4,0
64,46,1
96,50,0
78,33,0
47,81,1
13,17,0
2,57,0
47,48,1
86,91,0
47,97,0
6,27,0
51,0,0
83,58,0
48,73,1
50,8,0
25,44,1
65,3,0
4,25,0
22,67,1
62,14,0
61,42,1
41,1,0
76,49,0
62,53,1
37,35,1
26,10,0
66,62,1
8,8,0
53,93,0
5,15,0
40,99,0
53,43,1
81,53,0
61,43,1
65,91,0
50,31,1
44,70,1
63,50,1
23,88,1
95,4,0
27,85,1
51,7,0
75,4,0
28,93,0
22,41,1
19,93,0
93,1,0
60,27,0
0,40,0
94,95,0
17,77,1
75,59,0
65,69,1
71,0,0
80,21,0
8,38,0
73,40,0
85,44,0
9,54,1
97,19,0
15,13,0
82,32,0
14,73,1
33,47,1
95,73,0
66,49,1
53,93,0
55,0,0
43,65,1
70,25,0
50,73,1
34,41,1
87,87,0
97,9,0
69,35,0
67,60,1
21,15,0
97,56,0
13,25,0
28,48,1
50,6,0
35,16,0
82,97,0
85,98,0
32,72,1
32,78,1
16,76,1
2,46,0
51,22,0
80,52,0
65,70,1
72,84,0
85,6,0
92,53,0
24,53,1
62,32,0
94,90,0
21,46,1
89,4,0
74,57,1
2,7,0
67,57,1
50,5,0
96,83,0
54,14,0
39,90,1
88,47,0
67,25,0
72,95,0
93,29,0
11,21,0
12,59,1
54,6,0
56,87,1
57,67,1
55,70,1
78,78,0
76,25,0
46,26,1
26,93,0
26,42,1
67,91,0
43,98,0
9,26,0
80,32,0
65,59,1
44,61,1
0,38,0
4,65,0
40,74,1
81,64,0
46,55,1
85,8,0
78,33,0
44,0,0
86,16,0
80,20,0
92,99,0
43,43,1
78,41,0
0,39,0
31,77,1
48,88,1
0,46,0
25,70,1
60,64,1
64,25,0
7,20,0
93,43,0
75,4,0
85,93,0
96,90,0
99,60,0
64,68,1
52,95,0
37,32,1
93,77,0
86,16,0
84,96,0
53,53,1
53,73,1
18,66,1
92,67,0
23,77,1
20,96,0
95,16,0
40,40,1
5,55,0
27,46,1
99,53,0
60,16,0
67,89,0
86,24,0
20,14,0
21,63,1
15,26,0
56,40,1
18,27,0
90,13,0
57,96,0
41,75,1
98,90,0
4,87,0
0,99,0
32,38,1
68,96,0
22,59,1
66,46,1
30,99,0
69,33,0
12,59,1
60,52,1
0,52,0
52,10,0
22,69,1
67,19,0
40,76,1
92,87,0
89,29,0
40,31,1
19,44,1
48,58,1
88,36,0
90,91,0
74,50,0
45,55,1
40,49,1
68,11,0
65,18,0
90,73,0
82,82,0
83,59,0
64,80,1
4,52,0
26,62,1
8,46,1
64,61,1
96,15,0
26,97,0
60,36,1
23,64,1
29,7,0
95,88,0
7,56,1
42,34,1
78,44,0
69,57,1
33,81,1
22,21,0
68,64,1
74,67,1
17,3,0
20,76,1
36,12,0
89,87,0
42,34,1
68,89,0
17,32,0
43,16,0
23,6,0
97,81,0
7,43,0
7,69,1
98,40,0
9,15,0
8,76,0
18,15,0
29,69,1
38,22,0
50,87,1
68,34,0
100,33,0
